n,m_type,m_count,time_A,time_B
100,dense,1000,5.16e-05,6.46e-05
100,full,10000,0.0001571,0.000163
600,dense,36000,0.0007617,0.002169
600,full,360000,0.0040622,0.0066703
1100,dense,121000,0.0020383,0.0092642
1100,full,1210000,0.0132054,0.0233136
1600,dense,256000,0.0038864,0.0182369
1600,full,2560000,0.0279151,0.0476225
2100,dense,441000,0.006293,0.0317437
2100,full,4410000,0.0501879,0.0827621
2600,dense,676000,0.0092533,0.0482875
2600,full,6760000,0.0719885,0.126419
